nama,dept,sinta_id,scopus_h_index,gs_h_index,sinta_3yr_score,sinta_score,affil_3yr_score,affil_score
INDIRA SYAWANODYA,Rekayasa Perangkat Lunak (S1),6681751,1,1,4,33,0,0
TATI HERNAWATI,Pendidikan Khusus (S1),6039136,0,8,4,173,0,0
ALI NUGRAHA,Pendidikan Guru Pendidikan Anak Usia Dini (S1),6140594,0,0,4,63,0,0
SYAM HARDWIS,Unknown,6682207,0,2,4,18,0,0
ALEN RISMAYADI,Pendidikan Kepelatihan Olahraga (S1),6682218,0,2,4,18,0,0
MOCHAMAD WHILKY RIZKYANFI,Unknown,6683506,0,1,4,7,0,0
RIANITA PUSPITASARI,Unknown,6735399,0,1,4,11,0,0
SAHRONI,Pendidikan Profesi Guru (Profesi),6738099,0,1,4,4,0,0
GITA SISWHARA,Manajemen Pemasaran Pariwisata (S1),5978179,0,2,4,31,0,0
IIM SITI KARIMAH,Pendidikan Bahasa Perancis (S1),5992557,0,1,4,46,0,0
SARDIN,Pendidikan Masyarakat (S1),5994622,0,3,4,84,0,0
ALI ANHAR SYI'BUL HUDA,Unknown,6748581,0,0,5,5,0,0
GIRANG RAZATI,Pendidikan Bisnis (S1),5984831,0,3,5,55,0,0
UUS KARWATI,Unknown,5993491,0,2,5,22,0,0
DHARMA KESUMA,Pedagogik (S2),5994667,0,9,5,181,0,0
APRILIA EKI SAPUTRI,Pendidikan Guru Sekolah Dasar (S1),5995614,0,3,5,19,0,0
EUIS HERYATI,Pendidikan Khusus (S1),5996352,0,3,5,103,0,0
OOM SITTI HOMDIJAH,Pendidikan Khusus (S2),6019625,0,1,5,18,0,0
"DRS. AAN KUSDIANA, M.PD.",PGSD Kampus Tasikmalaya (S1),6067562,0,5,5,87,0,0
RADEN DIAN HARDIANA,Pendidikan Akuntansi (S1),6735511,0,1,5,7,0,0
ANNISA RAHMADANI,Pendidikan Bahasa Inggris (S1),6745774,0,1,5,5,0,0
NENDEN SUNDARI,PGPAUD Kampus Serang (S1),6043460,0,3,4,57,0,0
"DR. NANDI WARNANDI, M.PD",Pendidikan Khusus (S1),6126191,0,1,4,18,0,0
HIKMAT PRAMAJATI,Profesi Ners Kampus Sumedang (Profesi),6132635,0,1,4,5,0,0
RIA SABARIA,Pendidikan Seni Tari (S1),6146648,0,1,4,6,0,0
MINA HOLILAH,Pendidikan IPS (S1),6146978,1,2,4,35,0,0
SITI HAMIDAH,Sains Informasi Geografi (S1),6709938,0,1,4,9,0,0
NURDIANI FATHIRAINI,Pendidikan Sejarah (S1),6722345,0,1,4,10,0,0
SYAM HARDWIS,Unknown,6725405,0,0,4,17,0,0
ANIRA,PGSD Pendidikan Jasmani (S1),6745717,0,1,4,19,0,0
SHOFA MUSTHOFA KHALID,Pendidikan Bahasa Arab (S1),6746412,0,1,4,5,0,0
NINA SUNDARI,Unknown,6000752,0,3,3,49,0,0
ADE JUWAEDAH,Pendidikan Teknologi dan Kejuruan (S2),6006422,0,3,3,48,0,0
NINA SUNDARI,PGSD Kampus Cibiru (S1),6006736,0,3,3,59,0,0
MOCHAMAD YAMIN SAPUTRA,Pendidikan Kepelatihan Olahraga (S1),6140744,0,2,3,41,0,0
YAKUB MALIK,Survey Pemetaan dan Informasi Geografis (D3),6148712,0,0,3,58,0,0
RIKA ARLIZA,Unknown,6690239,0,1,3,3,0,0
PEPI NURONIAH,PGPAUD Kampus Serang (S1),6697085,0,1,3,8,0,0
DIANNI RISDA,Pendidikan Bahasa Jepang (S1),6721871,0,1,3,14,0,0
FARHAN ZAKARIYYA,Psikologi (S1),6722858,0,1,3,6,0,0
TRIANNISA RAHMAWATI,Unknown,6745962,0,2,3,8,0,0
O SOLEHUDIN,Pendidikan Bahasa Sunda (S1),5988101,0,2,3,15,0,0
MEMEN DURACHMAN ,Bahasa dan Sastra Indonesia (S1),5994265,0,3,3,27,0,0
NIDAUL HIDAYAH,Pendidikan Kepelatihan Olahraga (S1),5994309,0,3,3,17,0,0
YADI SUNARYADI,Pendidikan Kepelatihan Olahraga (S1),5994379,0,4,3,33,0,0
DR. JUHANAINI. M.ED,Pendidikan Khusus (S2),6124940,0,2,3,37,0,0
WIDI KUSUMAH,Pendidikan Kepelatihan Olahraga (S1),6682996,0,1,3,139,0,0
FAHRY AHMAD,Pariwisata (S2),6750781,0,1,3,4,0,0
IKA FITRI APRIANI,PGSD Kampus Tasikmalaya (S1),6649299,0,1,3,11,0,0
WARLI HARYANA,Pendidikan Seni Rupa (S1),6657188,0,1,3,4,0,0
DHIKA DHARMANSYAH,Keperawatan (D3),6729054,0,1,3,18,0,0
ALDIAN HUDAYA,Unknown,6756536,0,2,3,5,0,0
YADI MULYADI,Pendidikan Bahasa Perancis (S1),5992663,0,2,3,56,0,0
FARIDA AMALIA,Pendidikan Bahasa Perancis (S1),5994383,0,1,3,40,0,0
SUSANTI AGUSTINA,Perpustakaan dan Sains Informasi (S1),5994966,0,6,3,90,0,0
INDAH NURMAHANANI,PGSD Kampus Purwakarta (S1),5995562,0,2,3,11,0,0
TOTO FATHONI,Teknologi Pendidikan (S1),5995741,0,5,3,95,0,0
HELLI IHSAN,Psikologi (S1),6042148,0,0,3,50,0,0
MUHAMMAD NURUL HANA,Pendidikan Kimia (S1),6122369,0,5,3,66,0,0
DIDING KELANA SETIADI,Keperawatan Kampus Sumedang (D3),6133505,0,1,3,7,0,0
TITO EDY PRIANDONO,Ilmu Komunikasi (S1),6146591,0,3,3,28,0,0
TINA SAFARIANILAWATI,Unknown,6737630,0,2,3,25,0,0
FAJRIA SALIHA PUSPITA PRAMESWARI,Unknown,6745716,0,1,3,3,0,0
ANA RAMDANI SARI,Unknown,6745844,0,1,3,5,0,0
AMELINDA PRATIWI,Unknown,6745853,0,2,3,6,0,0
DWI NOVI WULANSARI,Unknown,6745877,1,5,3,90,0,0
HANA HANIFAH,Unknown,6748543,0,3,3,16,0,0
IING YULIANTI,Pendidikan Sejarah (S1),5992636,0,1,3,10,0,0
SUDEWI,Pendidikan Tata Boga (S1),5995040,0,2,3,61,0,0
TASWADI,Pendidikan Seni Rupa (S1),5995281,0,0,3,10,0,0
LENI YULIYANTI,Pendidikan Akuntansi (S1),5995730,0,3,3,39,0,0
NUNY SULISTIANY IDRIS,Pendidikan Bahasa Indonesia Bagi Penutur Asing (S2),6682825,0,3,3,29,0,0
YOGI PRASETYO,Bisnis Digital (S1),6745790,0,0,3,3,0,0
KUNTHI HERMA DWIDAYATI,Unknown,6745863,0,1,3,7,0,0
NALAHUDDIN SALEH,Pendidikan Bahasa Arab (S1),6746413,0,0,3,6,0,0
GILANG GINANJAR HIDAYATULLAH,PGSD Penjas Kampus Sumedang (S1),6747022,0,1,3,4,0,0
KARPIN,Pendidikan Tata Boga (S1),5994951,0,2,2,22,0,0
ELIH MULYANA,Teknik Elektro (D3),5996270,0,4,2,52,0,0
ENDANG DEDY,Matematika (S1),5996300,0,4,2,47,0,0
SRI WURYASTUTI,PGSD Kampus Serang (S1),6656926,0,5,2,63,0,0
NIDA SHOFIYAH,Unknown,6678677,0,1,2,8,0,0
ASEP KURNIAWAN,Pendidikan Akuntansi (S1),5993334,0,1,6,55,0,0
ENDANG SUPARDI,Pendidikan Ekonomi (S2),5994061,0,6,6,101,0,0
DEWI YUSTIARINI,Teknik Sipil (S1),5999919,0,2,6,19,0,0
MUHAMMAD HALIMI,Pendidikan Ilmu Pengetahuan Sosial (S2),6038409,0,6,6,65,0,0
FATIHATUROSYIDAH,Unknown,6145523,0,2,6,8,0,0
TRI LESTARI,Unknown,6654245,0,1,6,45,0,0
DINAR DINANGSIT,Pendidikan Jasmani (S2),6681964,0,2,6,77,0,0
NISRINA NURUL INSANI,Pendidikan Pancasila Dan Kewarganegaraan (S1),6709512,0,1,6,8,0,0
ENDA PERMANA,Unknown,6721296,0,2,6,21,0,0
VIA LUVIANA DEWANTY,Pendidikan Bahasa Jepang (S1),6722191,0,2,6,7,0,0
DERY RIMASA,Unknown,6681518,0,1,2,4,0,0
NINDITA FAJRIA UTAMI,Unknown,6682469,0,1,2,6,0,0
FENSY SELLA,Unknown,6722526,0,0,2,6,0,0
RACHMI NURSIFA YAHYA,Unknown,6745655,0,0,2,4,0,0
OKTOVIANA NUR AJID,Unknown,6745718,0,1,2,3,0,0
WIDYA ASTUTI,Unknown,6745724,0,0,2,4,0,0
AGNESTASIA RAMADHANI PUTRI,PGSD Kampus Tasikmalaya (S1),6745743,0,2,2,8,0,0
GILANG GARNADI SURYADI,Unknown,6746164,0,1,2,4,0,0
ANDINI SETYA ARIANTI,Unknown,6751563,0,0,2,4,0,0
AHMAD FAJAR FADLILLAH,Teknologi Pendidikan (S1),6753812,0,1,2,4,0,0
SITI NURASIYAH,Teknik Sipil (S1),6003859,0,1,2,17,0,0
DIDIN SYAHRUDDIN,Unknown,6006709,0,3,2,37,0,0
ALI KUSRIJADI,Pendidikan Kimia (S1),6071327,0,6,2,98,0,0
UUM SUMIRAT,Unknown,6122777,0,2,2,13,0,0
DADANG AHDIAT,Unknown,6126365,0,2,2,14,0,0
MUDJIHARTONO,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6199535,0,2,2,10,0,0
ALI MECCA,Ilmu Komunikasi (S1),6653045,0,0,2,3,0,0
"DR. WINA NURHAYATI PRAJA, S.PD.,M.PD.",Ilmu Komunikasi (S1),6690391,0,1,2,5,0,0
ERRY SUKRIAH,Manajemen Resort dan Leisure (S1),6721572,0,1,2,9,0,0
FAISAL SADAM MURRON,Pendidikan Guru Sekolah Dasar (S1),6722111,0,1,2,4,0,0
KINANTI GEMINASTITI HILMIATUSSADIAH,Pendidikan Ekonomi (S1),6698859,0,3,4,50,0,0
ABDUL AZIS WAHAB,Unknown,6722201,0,3,4,22,0,0
YAYU WULANDARI,Unknown,6732193,0,1,4,5,0,0
WINA MUSTIKAATI,Ilmu Komunikasi (S1),6745735,0,1,4,6,0,0
AJANG MULYADI,Pendidikan Akuntansi (S1),6745802,0,4,4,42,0,0
ABI SOPYAN FEBRIANTO,Pendidikan Manajemen Perkantoran (S1),6745861,0,1,4,5,0,0
MAD RUDI,Unknown,6746212,0,1,4,5,0,0
JUJU JUANGSIH,Pendidikan Bahasa Jepang (S2),5992349,0,3,4,24,0,0
RIDWAN PURNAMA,Manajemen (S3),5994356,0,6,4,81,0,0
YANTI HAMDIYATI,Pendidikan Biologi (S1),6007061,2,7,4,217,0,0
DEDEN PRADEKA,Teknik Komputer (S1),6680849,0,2,2,21,0,0
ICH PRILISKHA YUNISTY,Unknown,6738203,0,1,2,5,0,0
NANANG SUPRIATNA,Pendidikan Seni Musik (S1),6738985,0,2,2,48,0,0
ELYSA NENSY IRAWAN,Unknown,6779016,0,1,2,3,0,0
SUSI WIDIANTI,Pendidikan Bahasa Jepang (S2),5994027,0,1,2,11,0,0
DODDY RUSMONO,Perpustakaan dan Sains Informasi (S1),5995573,0,3,2,46,0,0
MAMAN ABDURAHMAN SAEPULRAHMAN,Pendidikan Khusus (S1),5999937,0,0,2,165,0,0
DESIANI NATALINA MULIASARI,PGPAUD Kampus Cibiru (S1),6097063,0,3,2,42,0,0
HENDRI SULISTYO,Unknown,6653912,0,1,2,3,0,0
ELIN ROSALIN,Administrasi Pendidikan (S1),6664208,0,6,2,92,0,0
SUDARYAT NURDIN AKHMAD,Bimbingan Dan Konseling (S1),5994926,0,2,2,61,0,0
MALLY MAELIAH,Pendidikan Tata Busana (S1),5995785,0,3,2,42,0,0
YAYA SUNARYA,Pendidikan Profesi Guru (Profesi),5995894,0,1,2,15,0,0
RIKSMA NURAHMI RINALTI AKHLAN,Pendidikan Khusus (S2),6122630,0,1,2,52,0,0
LUKMANNUL HAQIM LUBAY,PGSD Pendidikan Jasmani (S1),6188717,0,1,2,10,0,0
NURUL HIDAYAH,PGSD Kampus Cibiru (S1),6682318,0,2,2,89,0,0
TOTOK DOYO PAMUNGKAS,Pendidikan Geografi (S1),6693471,0,0,2,4,0,0
RAHMAH MURTADHA,Unknown,6700205,0,2,2,14,0,0
BADRIA MUNTASHOFI,Pendidikan Akuntansi (S1),6722099,0,2,2,16,0,0
MASAYU RIZKA RISJANNA ,Kepelatihan Fisik Olahraga (S1),6745734,0,1,2,5,0,0
ANDRI PAHRULROJI,Desain Produk Industri Kampus Tasikmalaya (S1),6779729,0,1,1,2,0,0
EVIANA HIKAMUDIN,Pedagogik (S2),6786908,0,0,1,14,0,0
ANI ANISYAH,Ilmu Komputer (S1),6786982,0,1,1,2,0,0
HELMY FIRMANSYAH,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",5978105,0,3,1,104,0,0
DRA. KATIAH. M.PD,Pendidikan Tata Busana (S1),5979412,0,0,1,53,0,0
AINI LOITA,PGPAUD Kampus Tasikmalaya (S1),5982430,0,2,1,19,0,0
LILIS SITI SULISTYANINGSIH,Pendidikan Bahasa Dan Sastra Indonesia (S1),5994321,0,3,1,64,0,0
BUDI KUDWADI,Teknik Sipil (S1),5995921,0,3,1,31,0,0
NENI MEIYANI,Pendidikan Khusus (S1),5995990,0,2,1,20,0,0
ROSITA,Manajemen Resort dan Leisure (S1),5997470,0,4,1,49,0,0
MIA NURMALA,Unknown,6746457,0,0,1,2,0,0
DIAN ADDINNA,Pendidikan Manajemen Perkantoran (S1),6749268,0,1,1,3,0,0
MIRA INRIYULIA EKARINI,Unknown,6749334,0,0,1,1,0,0
PAJAR MACHMUD,Unknown,6749919,0,0,1,2,0,0
FERIDARNALIS,Unknown,6752115,0,1,1,127,0,0
RISYA LADIVA BRIDHA,Manajemen Industri Katering (S1),6768380,0,0,1,3,0,0
ASEP RIDWAN LUBIS,Pendidikan Bisnis (S1),6776953,0,0,1,2,0,0
SRI WAHYUNI,Pendidikan Sosiologi (S1),6778397,0,0,1,2,0,0
SUPRATMAN AGUS,Unknown,5977480,2,3,1,132,0,0
RIKA WIDAWATI,Survey Pemetaan dan Informasi Geografis (D3),5992912,0,2,1,10,0,0
MOHAMMAD ARIFIN,Fisika (S1),6185252,1,1,1,99,0,0
DIAN ANGGRAINI,Rekayasa Perangkat Lunak (S1),6681986,2,3,1,88,0,0
DADANG HIDAYAT MARTAWIJAYA,Pendidikan Teknik Arsitektur (S1),6684579,0,4,1,40,0,0
CICIH SUTARSIH,Administrasi Pendidikan (S1),6722015,0,3,1,138,0,0
RESPATY MULYANTO,PGSD Penjas Kampus Sumedang (S1),6724824,0,4,1,57,0,0
SUKA PRAYANTA PANDIA,Manajemen Pemasaran Pariwisata (S1),6745613,0,1,1,9,0,0
MUCHAMAD RIZKI SENTANI,Unknown,6745720,0,1,1,3,0,0
WIKU LARUTAMA,Unknown,6745846,0,1,1,4,0,0
RISBON SIANTURI,PGPAUD Kampus Tasikmalaya (S1),6746024,0,1,1,2,0,0
FITRINA KURNIATI,Pendidikan Akuntansi (S1),6753806,0,1,1,1,0,0
SITI PARHAH,Pendidikan Ekonomi (S1),5993429,0,2,1,47,0,0
YULIA PUSPITA,Pendidikan Seni Rupa (S1),5995496,0,1,1,29,0,0
SUHAEDAH,PGSD Kampus Purwakarta (S1),6000245,0,0,1,3,0,0
ASTUTI,Pendidikan Tata Busana (S1),6000351,0,0,1,6,0,0
TATI,Pendidikan Kesejahteraan Keluarga (S1),6003345,0,1,1,43,0,0
ZULKILFI SIDIQ,Pendidikan Khusus (S1),6038302,0,2,1,11,0,0
PUTRI LILIS DYANI,Pendidikan Seni Tari (S1),6039797,0,1,1,16,0,0
TIURLINA,PGSD Kampus Serang (S1),6043729,0,1,1,36,0,0
HUSEN WINDAYANA,PGSD Kampus Cibiru (S1),6067533,0,5,1,87,0,0
GHIA GHAIDA KANITA,Kewirausahaan Kampus Tasikmalaya (S1),6084910,0,1,1,24,0,0
NIA SUTISNA,Pendidikan Khusus (S1),6038178,0,3,1,28,0,0
SUSANTI KURNIAWATI,Pendidikan Ekonomi (S1),6122723,0,3,1,56,0,0
IKBAL GENTAR ALAM,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6166508,0,0,1,8,0,0
AANG SUPRIATNA,Pendidikan Geografi (S1),6681546,0,2,1,5,0,0
ASTI DEWI RAHAYU FITRIANINGSIH,Unknown,6681726,0,1,1,12,0,0
ASEP SURYATNA,Pendidikan Kimia (S1),6683491,2,5,1,126,0,0
KANIGARA HAWARI,Pendidikan Pancasila Dan Kewarganegaraan (S1),6709267,0,0,1,2,0,0
TRI MARTINI,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6745737,0,0,1,3,0,0
TONO HARYONO,Ilmu Keolahragaan (S1),6745749,0,0,1,3,0,0
HAFIZHAH INSANI MIDYANTI,Unknown,6745761,0,0,1,4,0,0
ITA JUWITANINGRUM,Psikologi (S1),6746336,0,2,2,28,0,0
A TOTO SURYANA AFRIATIN,Ilmu Pendidikan Agama Islam (S1),6751579,0,8,2,157,0,0
ANGGI MAULANA RIZQI,PGPAUD Kampus Tasikmalaya (S1),6752447,0,0,2,5,0,0
QISTIKE HANDAY PUGAR,Unknown,6754567,0,1,2,2,0,0
IRVAN SATRYA PRANA,Desain Komunikasi Visual (S1),6779573,0,1,2,2,0,0
MAMUR SAADIE,Pendidikan Bahasa Indonesia (S2),5993993,0,2,2,31,0,0
WINTI ANANTHIA,PGSD Kampus Cibiru (S1),5994974,0,3,2,55,0,0
AHMAD DAHIDI,Pendidikan Bahasa Jepang (S1),5994991,0,4,2,136,0,0
YAYA SUKAYA,Pendidikan Seni Rupa (S1),5995235,0,2,2,12,0,0
MUTHIA ALINAWATI,Teknologi Pendidikan (S1),5995433,0,3,2,25,0,0
AULIA ZIKRI RAHMAN,Unknown,6745855,0,0,1,2,0,0
ODING HERDIANA,Bisnis Digital (S1),6745912,0,1,1,6,0,0
ANA RAHMA YUNIARTI,Teknik Komputer (S1),6745957,2,3,1,88,0,0
"YULIANDANI MUSTAFA, S.SN., M.PD.",Unknown,6745967,0,1,1,3,0,0
NIZZA NADYA RACHMANI,Kewirausahaan Kampus Tasikmalaya (S1),6746169,0,0,1,2,0,0
MUHAMMAD JAGAT DERMAWAN,Unknown,6749535,0,0,1,1,0,0
MUHAMMAD JAGAT DERMAWAN,Unknown,6749544,0,0,1,1,0,0
SALMAN,"Pendidikan Jasmani, Kesehatan Dan Rekreasi (S1)",6749997,0,0,1,2,0,0
PANI SUSWARI ,Unknown,6750088,0,0,1,1,0,0
RUBBY RAHMAN TSANI,Unknown,6750739,0,0,1,1,0,0
ISMAWATI KOSASIH,Psikologi (S1),6753136,0,0,1,1,0,0
EKRI PRANATA FERDINAND BAIFETO,Unknown,6754853,0,0,1,1,0,0
FERAGI AZIZUN PUTRA,Unknown,6755204,0,0,1,1,0,0
ACHMAD FAQIHUDDIN,Ilmu Pendidikan Agama Islam (S1),6763857,0,1,1,32,0,0
M. AZHARI PANJAITAN,Unknown,6770980,0,0,1,1,0,0
ALFIAN AZHAR YAMIN,Desain Produk Industri Kampus Tasikmalaya (S1),6779734,0,0,1,1,0,0
AFIFAH MU'MINAH,Desain Produk Industri Kampus Tasikmalaya (S1),6779860,0,1,1,2,0,0
SYIFA FAJAR MAULANI,Logistik Kelautan (S1),6787008,0,0,1,2,0,0
MELIA HANDAYANI,Logistik Kelautan (S1),6787010,0,1,1,1,0,0
AFINA LATHIFAH FAUZIYAH,Unknown,6787950,0,0,1,1,0,0
APEP KAMALUDIN,Unknown,259507,0,2,0,52,0,0
R. DIAN DIA-AN MUNIROH,Linguistik (S2),5978405,0,1,0,8,0,0
EDED TARMEDI,Pendidikan Profesi Guru (Profesi),5984792,0,0,0,12,0,0
TRI WIDODO,Unknown,5986311,0,1,0,25,0,0
SOFYAN ISKANDAR,Unknown,5991107,0,2,0,16,0,0
MAKHMUD SYAFEI,Pendidikan Agama Islam (S2),5992359,0,2,0,19,0,0
WAHYU ERIDIANA,Pendidikan Geografi (S1),5992779,0,4,0,43,0,0
OMAN SUKIRMAN,Industri Pariwisata (S1),5992874,1,2,0,23,0,0
FINITA DEWI,PGPAUD Kampus Purwakarta (S1),5993121,1,1,0,59,0,0
NUNUNG SITARESMI,Bahasa dan Sastra Indonesia (S1),5993254,0,3,0,28,0,0
ANI PINAYANI,Pendidikan Ekonomi (S1),5993275,0,2,0,30,0,0
YANA ROHMANA,Pendidikan Ekonomi (S1),5993436,0,6,0,100,0,0
DENNY ISKANDAR,Pendidikan Bahasa Dan Sastra Indonesia (S1),5993449,0,1,0,6,0,0
ENCEP KUSUMAH,Pendidikan Bahasa Dan Sastra Indonesia (S1),5993535,0,1,0,32,0,0
WAHYU,Pendidikan Sosiologi (S1),5993575,0,0,0,1,0,0
GANJAR MUHAMMAD GANESWARA,Pendidikan Umum dan Karakter (S2),5993578,0,0,0,1,0,0
MOCH.ERYK KAMSORI,Pendidikan Sejarah (S1),5993589,0,0,0,0,0,0
KHOLID ABDULLAH HARRAS,Bahasa dan Sastra Indonesia (S1),5993658,0,6,0,40,0,0
MAFTUHIN,Pendidikan Sosiologi (S1),5993669,0,0,0,1,0,0
NOVI RESMINI,Bahasa dan Sastra Indonesia (S1),5993779,0,13,0,169,0,0
ASEP AHMAD RURI IRWANTO,Unknown,6125297,0,1,1,4,0,0
ROSIANA MUFLIVA,Unknown,6134306,0,1,1,4,0,0
WORO PRIATINI,Manajemen Industri Katering (S1),6148424,0,2,1,27,0,0
RENARDI ERWINSYAH PUTRA,Unknown,6645323,0,1,1,5,0,0
HANA ROHANA,Unknown,6655307,0,0,1,1,0,0
SURURI,Administrasi Pendidikan (S1),6664219,0,2,1,46,0,0
CECE KUSTIAWAN,Matematika (S1),6674760,0,2,1,18,0,0
"ACE IWAN SURYAWAN, S.PD, M.HUM",Pendidikan Seni Tari (S1),6681510,0,1,1,18,0,0
AHMAD FAHRUL MUCHTAR AFFANDI,Unknown,6682491,0,1,1,4,0,0
AHMAD FAHRUL MUCHTAR AFFANDI,Ilmu Komunikasi (S1),6682543,0,1,1,4,0,0
ALWAN HUSNI RAMDANI,Ilmu Komunikasi (S1),6726953,0,1,2,6,0,0
APRILIA SANNY,Unknown,6734053,0,0,2,2,0,0
DELLA MAGHFIRA NAPU,Unknown,6745730,0,1,2,8,0,0
WILDAN NURHIDAYAT,Unknown,6745733,0,0,2,2,0,0
FENY PUSPITASARI,Pendidikan Tata Busana (S1),6745755,0,1,2,27,0,0
MIRA NURFITRIYA,Kewirausahaan Kampus Tasikmalaya (S1),6746175,0,2,2,9,0,0
AHMAD SATIBI,Unknown,6746211,0,0,2,3,0,0
WAGINO HAMID HAMDANI,Pendidikan Bahasa Arab (S1),5994674,0,2,1,53,0,0
SUHANDY SISWOYO,Arsitektur (S1),6000767,0,2,1,15,0,0
HENRI NUSANTARA,Pendidikan Seni Musik (S1),6125366,0,0,1,15,0,0
ASEP KURNIA JAYADINATA,PGSD Kampus Sumedang (S1),5993780,0,5,0,109,0,0
DINA MAYADIANA SUWARMA,Pendidikan Guru Sekolah Dasar (S1),5993782,0,0,0,0,0,0
DIAN HARDIJANA,Pendidikan Teknik Bangunan (S1),5994116,0,1,0,10,0,0
SAGITARIUS,Pendidikan Kepelatihan Olahraga (S1),5994326,0,0,0,0,0,0
AKHMAD NUGRAHA,PGSD Kampus Tasikmalaya (S1),5994330,0,0,0,0,0,0
DUDUNG GUMILAR,Pendidikan Bahasa Perancis (S1),5994435,0,1,0,7,0,0
YASBIATI,PGPAUD Kampus Tasikmalaya (S1),5994458,0,0,0,4,0,0
NENDEN LILIS AISYAH,Bahasa dan Sastra Indonesia (S1),5994508,0,3,0,76,0,0
AEP SAEFUL BACHRI,Pendidikan Bahasa Jepang (S1),5994539,0,0,0,0,0,0
CHARLOTTE AMBAT HARUN,PGSD Kampus Cibiru (S1),5994564,0,3,0,25,0,0
MEDIANTA TARIGAN,Psikologi (S1),5994582,0,1,0,8,0,0
NANA JUMHANA,Pendidikan Guru Sekolah Dasar (S1),5994657,0,0,0,0,0,0
FAQIH SAMLAWI,Pendidikan Akuntansi (S1),5994693,0,0,0,0,0,0
META ARIEF,Manajemen (S3),5994696,0,7,0,151,0,0
ADE CAHYANA,Unknown,5994790,0,2,0,22,0,0
AGUS SALAM RAHMAT,Unknown,5994837,0,2,0,15,0,0
SURYADI,Desain Komunikasi Visual (S1),5994871,0,0,0,13,0,0
SRIE MULYANI,PGSD Kampus Purwakarta (S1),5994888,0,0,0,0,0,0
ODO FADLOELI,Pendidikan Bahasa Inggris (S2),5995025,0,0,0,36,0,0
"DR. YAHYA SUDARYA, M.PD",Unknown,5995179,0,4,0,25,0,0
RD DIAH SRIHARTATI R,Arsitektur (D3),6707004,0,0,1,1,0,0
IMAM NUGRAHA ALBANIA,Pendidikan Matematika (S1),6711447,2,2,1,54,0,0
NON DWISHIERA CAHYA ANASTA,Pendidikan Guru Sekolah Dasar (S1),6722417,0,1,1,5,0,0
ASTI SITI AMINAH,Unknown,6726325,0,1,1,2,0,0
LUTFI TAUFIK ABDULLOH,Unknown,6739925,0,0,1,1,0,0
MIA AUDINA MUSYADAD,Unknown,6744738,0,0,1,1,0,0
PUTRI NOVITASARI,Gizi (S1),6745725,0,1,1,6,0,0
WIRMANTO SUTEDDY,Teknik Komputer (S1),6745736,0,1,1,4,0,0
FAUJIAN ESA GUMELAR,Unknown,6745753,0,0,1,1,0,0
GANANG DWI ASMORO,Unknown,6745807,0,1,1,4,0,0
DADANG SULAEMAN,Pendidikan Seni (S2),5995188,0,1,0,7,0,0
SUMARDIYANTO,Ilmu Keolahragaan (S1),5995197,0,3,0,51,0,0
IDING TARSIDI,Pendidikan Khusus (S2),5995210,0,0,0,14,0,0
R TATI KUSTIAWATI,Bimbingan Dan Konseling (S1),5995232,0,0,0,1,0,0
IIS SOPIAWATI,Pendidikan Bahasa Perancis (S1),5995237,0,0,0,9,0,0
SUGIHARTONO,Pendidikan Bahasa Jepang (S1),5995250,0,1,0,7,0,0
AYAT SURYATNA,Pendidikan Profesi Guru (Profesi),5995309,0,0,0,0,0,0
SETIAWATI,Bimbingan Dan Konseling (S1),5995343,0,0,0,0,0,0
ODIH SUPRATMAN,Teknik Sipil (S1),5995373,0,2,0,23,0,0
ZUJADI ANSOR,Unknown,5995429,0,0,0,1,0,0
SUDJANI,Unknown,5995604,0,0,0,1,0,0
SARNA SURYANA,Unknown,5995715,0,0,0,0,0,0
ZAENAL ALIMIN,Pendidikan Khusus (S3),5995795,0,0,0,30,0,0
BURHANUDDIN T R,Pendidikan Ilmu Pengetahuan Sosial (S3),5995805,0,0,0,6,0,0
ENDANG HIDAYAT,PGSD Kampus Purwakarta (S1),5995810,0,0,0,0,0,0
D WAHYUDIN,PGSD Kampus Purwakarta (S1),5995818,0,0,0,0,0,0
MAMAD KASMAD,PGSD Kampus Purwakarta (S1),5995837,0,0,0,0,0,0
AGUS MUHARAM,Pendidikan Dasar (S2),5995848,0,0,0,0,0,0
TITY SOEGIARTY,Pendidikan Seni Rupa (S1),5995934,0,0,0,2,0,0
HERY SANTOSA,Pendidikan Seni Rupa (S1),5995985,0,0,0,13,0,0
DIDI SUPRIADIE,Teknologi Pendidikan (S1),5996002,0,5,0,138,0,0
GUMILAR PRATAMA,Unknown,5996006,0,0,0,1,0,0
R NADIA HANOUM,Teknologi Pendidikan (S1),5996024,0,0,0,12,0,0
HERAENI TANUATMODJO,Pendidikan Akuntansi (S1),5996065,0,0,0,18,0,0
KURNIASIH,Pendidikan Guru Sekolah Dasar (S1),5996281,0,3,0,31,0,0
SETYANINGSIH RACHMANIA,Unknown,5996856,0,0,0,0,0,0
FARIDA SARIMAYA,Unknown,5997860,0,0,0,1,0,0
EDI ROHENDI,Unknown,5999941,0,0,0,0,0,0
ROCHANY NATAWIDJANA,Teknik Sipil (S1),5999975,0,0,0,0,0,0
